parcel_number,property_address,owner_name,sale_price,sale_date,property_value,assessed_value,market_value,taxable_value,square_footage,lot_size,acres,municipality,zoning,mail_address,mail_city_state_zip,homesteaded,property_type,property_use,account_number,folio_number,deed_book,year_built,bedrooms,bathrooms,half_baths,neighborhood,subdivision,land_use_code,building_class,tax_amount,exemption_amount,school_district,additional_info,record_url,extraction_date,page_number
"$2,800,000",3355 MARTIN FARM RD STE 100,NORTH PALM BEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:19,3
2016-10-20,751 HUMMINGBIRD WAY 1,NORTH PALM BEACH,,,$10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:19,3
2023-04-07,751 HUMMINGBIRD WAY 1,NORTH PALM BEACH,,,$10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:19,3
2011-04-13,PALM BEACH GARDENS FL 33410 4217,DUNLEAVY DOUGLAS V,,,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:19,3
2019-07-25,PALM BEACH GARDENS FL 33410 3416,NORTH PALM BEACH,,,$10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:19,3
2019-07-25,PALM BEACH GARDENS FL 33410 3416,NORTH PALM BEACH,,,$10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:19,3
"$3,500,000",,NORTH PALM BEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:19,3
"$3,300,000",PALM BEACH GARDENS FL 33410 3232,NORTH PALM BEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:19,3
2015-05-13,PALM BEACH GARDENS FL 33410 3232,NORTH PALM BEACH,,,$10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:19,3
1975-01-01,COSTA MESA CA 92626 4624,NORTH PALM BEACH,,,$100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:19,3
"$4,500,000",AUSTIN TX 78733 3264,NORTH PALM BEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:20,3
"$2,000,000",PALM BEACH GARDENS FL 33410 3231,EVERITT W D JR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:20,3
2020-05-26,PALM BEACH GARDENS FL 33410 3231,NORTH PALM BEACH,,,$10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:20,3
"$2,600,000",PALM BEACH GARDENS FL 33410 4417,FADDOUL MOURICE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:20,3
2018-03-08,PALM BEACH GARDENS FL 33410 4417,NORTH PALM BEACH,,,$10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:20,3
2018-03-15,1132 COUNTRY CLUB DR,NORTH PALM BEACH,,,$10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:20,3
"$775,000",789 HARBOUR ISLES CT,FDC DEV CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:20,3
"$2,547,500",,FERRANTE ANTHONY J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:20,3
"$2,675,000",5302 GRAND LAKE ST,NORTH PALM BEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:20,3
1988-01-01,812 LAKESIDE DR,NORTH PALM BEACH,,,$100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:20,3
"$2,670,220",107 BOWSPRIT DR,FOGHORN LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:20,3
"$317,500",,NORTH PALM BEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:20,3
"$460,000",3355 MARTIN FARM RD STE 100,NORTH PALM BEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:35,4
"$500,000",789 HARBOUR ISLES CT,G W PURUCKER HOMES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:35,4
"$3,250,000",PALM BEACH GARDENS FL 33410 4417,NORTH PALM BEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:36,4
"$2,100,000",GARDNER WILLIAM &,NORTH PALM BEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:36,4
"$2,021,000",119 DAVIT DR,NORTH PALM BEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:36,4
2010-03-09,119 DAVIT DR,NORTH PALM BEACH,,,$10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:36,4
2013-10-17,924 SHORE DR,NORTH PALM BEACH,,,$10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:36,4
"$3,132,693",101 BOWSPRIT DR,NORTH PALM BEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:36,4
"$3,750,000",1132 COUNTRY CLUB DR,NORTH PALM BEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:36,4
"$425,000",PALM BEACH GARDENS FL 33410 4417,GIAQUINTO PETER B JR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:36,4
2001-05-31,230 S MAIN ST,NORTH PALM BEACH,,,$10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:36,4
2002-11-18,654 RIVERSIDE RD,GLATTHORN DAVID J,,,$10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:36,4
2018-07-18,654 RIVERSIDE RD,GLATTHORN DAVID J TR,,,$10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:36,4
"$660,000",38 STATION RD,GLEMBOCKI DIANNE L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:36,4
"$2,500,000",PALM BEACH GARDENS FL 33410 4416,NORTH PALM BEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:36,4
"$3,785,000",640 KINGFISH RD,GOODWIN JAMES T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:36,4
"$2,100,000",PALM BEACH GARDENS FL 33410 4416,GREENBERG RONALD E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:36,4
"$4,500,000",,NORTH PALM BEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:36,4
"$1,700,000",788 LAKESIDE DR,NORTH PALM BEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:36,4
"$415,000",617 KINGFISH RD,GRUNWALD CARL W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:36,4
"$2,984,500",HABANSKY SHERRI A TRUST,NORTH PALM BEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:37,4
2005-09-19,,HABANSKY WILLIAM S JR,,,$1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:37,4
2021-04-15,,HABANSKY WILLIAM S JR,,,$10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:37,4
2022-04-07,,HABANSKY WILLIAM S JR,,,$10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:37,4
"$5,800,000",812 LAKESIDE DR,NORTH PALM BEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:37,4
"$2,200,000",776 HARBOUR ISLE CT,HANGER ROBERT G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:37,4
"$525,000",CHESHIRE CT 06410 0873,HARBINGER LUXURY HOMES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:37,4
"$2,250,000",764 WATERWAY DR,NORTH PALM BEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:37,4
2017-01-04,764 WATERWAY DR,NORTH PALM BEACH,,,$10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:37,4
"$1,775,000",PALM BEACH GARDENS FL 33410 4408,HARTING GARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:38,4
"$2,450,000",,NORTH PALM BEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:38,4
"$170,000",619 RIVERSIDE RD,NORTH PALM BEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:38,4
"$2,650,000",PALM BEACH GARDENS FL 33410 3232,NORTH PALM BEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:38,4
"$2,600,000",PALM BEACH GARDENS FL 33410 3231,NORTH PALM BEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:38,4
"$3,300,000",10834 BIRKDALE CT,NORTH PALM BEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:38,4
2022-10-24,,NORTH PALM BEACH,,,$10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:38,4
"$3,125,000",230 S MAIN ST,NORTH PALM BEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:38,4
"$2,800,000",527 N SWINTON AVE,NORTH PALM BEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:38,4
"$2,800,000",754 LAKESIDE DR,HJ VENTURES LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:38,4
2023-11-17,754 LAKESIDE DR,HJ VENTURES LLC,,,$10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:38,4
2002-12-27,101 BOWSPRIT DR,HOLEKAMP WILLIAM F,,,$10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:38,4
"$614,500",PALM BEACH GARDENS FL 33410 4217,NORTH PALM BEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:38,4
"$3,489,394",PALM BEACH GARDENS FL 33410 4417,NORTH PALM BEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:38,4
"$385,000",1012 COUNTRY CLUB DR,NORTH PALM BEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:38,4
2008-03-20,1012 COUNTRY CLUB DR,NORTH PALM BEACH,,,$10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:38,4
2008-05-06,1012 COUNTRY CLUB DR,NORTH PALM BEACH,,,$10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:39,4
2006-12-11,1012 COUNTRY CLUB DR,NORTH PALM BEACH,,,$10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:39,4
"$2,625,000",PALM BEACH GARDENS FL 33410 4408,NORTH PALM BEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:39,4
"$5,806,234",764 HARBOUR ISLE CT,NORTH PALM BEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:39,4
"$825,000",PALM BEACH GARDENS FL 33410 4417,IVY BUILDERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:39,4
"$3,059,050",5601 WINDHOVER DR,NORTH PALM BEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:54,5
"$985,000",625 SHORE RD,NORTH PALM BEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:54,5
"$2,500,000",776 HARBOUR ISLE CT,JIAN JUN GROUP LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:54,5
"$700,000",788 LAKESIDE DR,JKKSC PROPERTIES LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:54,5
"$9,600,000",COSTA MESA CA 92626 4624,JLSA PALM LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:54,5
"$2,900,000",JOHNSON DUSTIN,NORTH PALM BEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:54,5
"$7,100,000",10834 BIRKDALE CT,NORTH PALM BEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:54,5
"$1,200,000",736 LAGOON DR,NORTH PALM BEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:54,5
"$1,180,000",648 RIVERSIDE RD,NORTH PALM BEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:54,5
2014-01-10,648 RIVERSIDE RD,KAHLE WILLIAM D,,,$10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:54,5
2013-02-05,PALM BEACH GARDENS FL 33410 4408,KANAHELE GLORIA,,,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:54,5
"$1,865,000",PALM BEACH GARDENS FL 33410 4408,NORTH PALM BEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:55,5
2003-07-02,754 LAKESIDE DR,KARR DONALD,,,$10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:55,5
"$435,000",,NORTH PALM BEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:55,5
"$3,500,000",PALM BEACH GARDENS FL 33410 3231,KELLY GREGORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:55,5
2003-12-18,508 ANCHORAGE DR,NORTH PALM BEACH,,,$10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:55,5
2003-12-18,508 ANCHORAGE DR,NORTH PALM BEACH,,,$10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:55,5
"$4,250,000",108 S ANCHORAGE DR S,NORTH PALM BEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:55,5
"$2,500,000",,KENNA ELISSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:55,5
"$2,000,000",,NORTH PALM BEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:55,5
2019-02-20,,NORTH PALM BEACH,,,$10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:55,5
"$2,475,402",WEST PALM BEACH FL 33410 4417,KIEVAL JOSHUA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:55,5
2018-07-31,WEST PALM BEACH FL 33410 4417,NORTH PALM BEACH,,,$10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:55,5
"$865,000",,NORTH PALM BEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:55,5
"$1,300,000",561 GREENWAY DR,NORTH PALM BEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:55,5
2024-05-05,835 COUNTRY CLUB DR,LAKEVIEW GEORGIA LLC,,,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:55,5
"$3,400,000",835 COUNTRY CLUB DR,LAKEVIEW GEORGIA LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:55,5
"$735,000",788 HARBOUR ISLE CT,NORTH PALM BEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:55,5
2007-02-22,PALM BEACH GARDENS FL 33410 4408,NORTH PALM BEACH,,,$10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:56,5
"$5,900,000",10834 BIRKDALE CT,NORTH PALM BEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:56,5
2013-05-17,508 ANCHORAGE DR,NORTH PALM BEACH,,,$10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:56,5
2019-06-07,776 HARBOUR ISLE CT,LASH WILTON M,,,$10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:56,5
2011-10-31,CHESHIRE CT 06410 0873,LAUKIEN JUTTA,,,$10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:56,5
"$2,790,000",CHESHIRE CT 06410 0873,LAUKIEN MARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:56,5
"$3,200,000",10834 BIRKDALE CT,NORTH PALM BEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:56,5
"$3,500,000",928 GARRETT MILL RD,NORTH PALM BEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:56,5
"$2,480,000",PALM BEACH GARDENS FL 33410 4417,NORTH PALM BEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:56,5
"$1,068,000",824 SHORE DR,LENDALK PROPERTIES LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:56,5
"$1,225,000",619 RIVERSIDE RD,LENDALK PROPERTIES LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:56,5
"$1,800,000",924 SHORE DR,LENDALK PROPERTIES LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:56,5
2018-04-18,713 WATERWAY DR,LETERIDE LLC,,,$10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:56,5
"$905,000",713 WATERWAY DR,LETERIDE LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:56,5
"$2,100,000",101 DAVIT DR,NORTH PALM BEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:56,5
"$1,125,000",16201 E MAIN ST,LEWIS DUANE H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:56,5
"$3,500,000",561 GREENWAY DR,LG FLORIDA VENTURES LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:56,5
"$280,000",,NORTH PALM BEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:57,5
"$2,270,000",PALM BEACH GARDENS FL 33410 3231,NORTH PALM BEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:57,5
"$2,313,896",LOMBARDI VICTOR A,NORTH PALM BEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:57,5
"$1,350,000",COSTA MESA CA 92626 4624,LYTAL LAKE H III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:57,5
2009-09-09,COSTA MESA CA 92626 4624,NORTH PALM BEACH,,,$10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:21:57,5
"$720,000",,MALASKY HOMES INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:22:10,6
"$1,875,000",MALASKY STEPHEN P &,NORTH PALM BEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:22:10,6
2009-06-03,MALASKY STEPHEN P &,NORTH PALM BEACH,,,$10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:22:10,6
"$274,500",824 SHORE DR,MALLAMO SAMUEL M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:22:10,6
2012-04-20,824 SHORE DR,MALLAMO SAMUEL M SR,,,$10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:22:10,6
2004-06-30,PALM BEACH GARDENS FL 33410 3232,MALONE DEBORA B,,,$1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbcpao.gov/AdvSearch/GetSalesSearch#,2025-11-24 14:22:11,6
